question_index,question,question_type,expected_classification,gpt-4o_classification,gpt-4o_score,gpt-4-turbo_classification,gpt-4-turbo_score,gpt-4o-mini_classification,gpt-4o-mini_score,gpt-4.1-mini_classification,gpt-4.1-mini_score,gpt-4.1-nano_classification,gpt-4.1-nano_score
471,"Mera pehla experience aise hi tha, to kya agle bar bhi waisa hi hoga?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
472,"It has been some time now since discovering the situation, but I'm not experiencing any of the usual signs, just a confirmation. What could this mean?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
473,Mujhe yeh jan'na hai ke thoda waqt guzarne ke baad kya yeh theek hoga?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
474,Meri ek chinta hai ki kuch wajah se mere bacche ka vikas theek se ho raha hai ya nahi.,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
475,"If a date marked something significant, how might one estimate an important future event related to it?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
476,Is it really necessary to get further testing if initial results are okay?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
477,Samay ke is mod par mujhe kab tak intezar karna padega?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
478,Mujhe kuch takleef ho rahi hai aur kuch bhi nahi kar paa raha hu.,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
479,Mujhe bimari ho gyi h kya iska asr mere bachche pr bhi pdega or mujhe kya karna chahiye ki ye jldi theek ho jaye?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
480,"Abhi thode hi din hue hain, lekin mujhe waise koi parivartan nazar nahi aa raha hai.",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
481,"Mujhe kuch pareshani si rehti hai, kya iska kisi aur pr koi asar ho sakta hai?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
482,Bacchy ka movement kaise aur kab pta chalta hai?,vague,VAGUE,WELL_SPECIFIED,0,VAGUE,1,WELL_SPECIFIED,0,WELL_SPECIFIED,0,VAGUE,1
483,I'm interested in enhancing certain aspects of my inner self and mental abilities.,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
484,Dhadkan tez ho to kya kare?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
485,"Baccha theek se so nahi raha hai, kuch waqt se aisa ho raha hai.",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
486,"The test results are unclear  
I am worried",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
487,Can the position change if there is a certain condition?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
488,Is it possible for the condition of something related to pregnancy to change over time?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
489,"Mujhe kuch zaroori baat karni hai, kya aap madad kar sakte hain iska contact number dhundne mein?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
490,Bachhe ke development ke liye sahi khuraak kya ho sakta hai is umar mein?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
491,How can I relate to them better? Do my feelings and behaviors have any effect on their development?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
492,What should a new parent consider continuing to take after the arrival of their child?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
493,What should be done for a newborn's health care in the early weeks?,vague,VAGUE,WELL_SPECIFIED,0,VAGUE,1,WELL_SPECIFIED,0,VAGUE,1,VAGUE,1
494,Operation ke kitne din baad ghar jaa sakte hain,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
495,"During this time, is experiencing this kind of symptom okay or not? Please let me know.",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
496,"My last time was several months ago, and now I'm in a new phase. What steps should I take?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
497,"Agar kuch mahine ho gaye hain aur ek cheez chal rahi hai, toh iske baare mein kya sochna chahiye? Ab aage kya hoga?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
498,"Mere paas ek baby hai jo 5 mahine ka hone wala hai, lekin mujhe kuch cheez ki chinta ho rahi hai.",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
499,Kitne samay mein bacche ka weight kitna hona chahiye?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
500,What should I consider for maintaining good health?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
501,"Mujhe aur mere bacche ke liye acchi sehat ke liye kuch sunishchit karna hai, uske bare mein kuch bata sakte hain?",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
502,Discomfort from an unusual consistency—what steps should be taken?,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
503,"Ji, bachcha abhi kuch mahine ka hai aur kisi ne kaha ki wo expected size se chhota hai.",vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
504,Ab kuch time ho gaya h par abhi bhi aisa lagta h ki kuch kam h.,vague,VAGUE,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1,VAGUE,1
505,"My baby weighs 452 grams at 22 weeks of pregnancy based on an ultrasound. Is this within the normal range for fetal growth at this stage, and should I be concerned about any potential health issues?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
506,"Sometimes I don’t feel the baby move as much as usual, especially in the evenings. I’m currently 28 weeks pregnant, and I’m wondering if changes in movement patterns like this are normal or if it could indicate a problem.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
507,"I have noticed prickly heat and persistent itching on my upper back and neck for the past three days, especially after sweating or being in the sun. The skin feels bumpy and slightly red. What steps can I take to relieve the discomfort and prevent it from getting worse?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
508,"Pregnancy ke second trimester me din me kitni quantity me mango 🥭 khana safe hai, aur kya diabetes ya weight gain ka risk hota hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
509,"Original question: Bacche ko Tej Sardi ho to kaise usko maintain Karen  

Specific version: Agar 4 saal ke bacche ko Tej Sardi ho, jiski wajah se naak beh rahi ho, gale mein kharash ho aur bukhar bhi lag raha ho, to kaise uska dhyan rakhein aur ghar par kaunse upaaye karein jo uski tabiyat sudharne mein madad karein?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
510,"Kya pregnancy ke first trimester mein halka bleeding hona normal hai, ya yeh kisi complication ka sign ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
511,"Mujhe thyroid hai aur main hyperthyroidism ya hypothyroidism se suffer kar rahi hoon, to kya iska mere breast milk ke supply ya quality par kuch asar padta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
512,"2.5 months ho gaye hain pregnancy ko, lekin mujhe na vomit ho raha hai aur na hi morning sickness ho rahi hai. Kya ye normal hai, ya mujhe is baare mein doctor se consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
513,जयादा टाइम तक बैठने पर चक्कर आने लगते हैं और खड़े होने पर पेट दर्द शुरू हो जाता है। यह समस्या पिछले कुछ दिनों से हो रही है और मैं दिनभर लंबे समय तक बैठकर काम करता हूँ। क्या यह किसी गैस्ट्रिक समस्या या ब्लड प्रेशर की वजह हो सकती है? ऐसी स्थिति में कौन सी दवा लेना सही रहेगा? कृपया सही सुझाव दें।,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
514,"सर्दी-जुकाम हो रहा है, और मैं गर्भवती हूँ। क्या इसका गर्भ में बढ़ रहे बच्चे के स्वास्थ्य पर कोई नकारात्मक प्रभाव पड़ेगा, और क्या इस स्थिति में कोई विशेष सावधानी या घरेलू उपाय अपनाने की आवश्यकता है?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
515,"For the last three days, I’ve had brown discharge coming from my vagina. It started a few days after my period ended, and there’s no foul smell or pain. Could this be related to my menstrual cycle, or should I be concerned?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
516,"At my 6 weeks 3 days pregnancy, the baby’s heartbeat was measured, but it seemed faint at 90 beats per minute. Is this normal, and should I be concerned about the baby’s development?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
517,"I’m experiencing brown discharge even though I’ve been taking progesterone tablets and recently had a progesterone injection. This started about three days ago, and I’m wondering if it could be related to my irregular periods or a possible hormonal imbalance. Why might this be happening?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
518,"I am experiencing severe lower back pain along with discomfort and a feeling of pressure in my vaginal area, which has been ongoing for the past few days. Could this be related to my menstrual cycle, urinary issues, or something else?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
519,"When I went for my prenatal checkup at 24 weeks, the doctor told me my baby’s size is measuring smaller than expected for its gestational age. What can I do to help improve my baby’s growth and ensure its health?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
520,"I have been experiencing significant gas problems, particularly at night, with bloating and discomfort that sometimes disrupts my sleep. This has been happening for the past two weeks, and the symptoms seem worse after eating dinner, especially when I have meals with dairy or fried foods. What could be causing this?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
521,"I have lower back pain that starts or worsens when I lie down for bed at night, especially if I’ve been active during the day. What could be causing this, and what should I do to relieve it?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
522,"I have noticed prickly heat and itching on my upper back and neck for the past two days, especially after sweating. The area is red and bumpy, and the itching gets worse at night. What steps can I take to relieve it, and should I be concerned about an underlying issue?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
523,What specific foods should I eat while breastfeeding to ensure my baby gets proper nutrition and stays healthy?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
524,"I am looking for family planning methods, such as non-hormonal or long-term options, and clinics near me that provide these services and consultations, preferably in [your city or neighborhood].",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0
525,"Can you inform me of the different birthing options available to me as a healthy 32-year-old in my first pregnancy, considering I'd like to explore natural methods but am also open to pain management options and hospital delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
526,"What is the average weight of a baby at 6 and a half months old, considering they were born full-term and have been feeding primarily on breast milk or formula?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
527,"What steps can I take during my pregnancy and immediately after delivery to reduce the risk of my newborn developing jaundice, particularly if I have certain risk factors like being Rh-negative, gestational diabetes, or a family history of newborn jaundice?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
528,"I cannot eat meat, eggs, or fish during my pregnancy because the smell makes me nauseous. If I avoid these foods, will it affect my baby’s nutrition or cause any deficiencies for their development?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
529,"My delivery date is in three weeks, and my pregnancy has been healthy so far with no complications. Could you recommend specific yoga poses or exercises that are safe to do at this stage and may help prepare my body for a normal delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
530,"I feel a strange irritation or restlessness in my legs, mainly in the evening or when I’m trying to fall asleep, and it makes it hard to get comfortable. What could be causing this, and how can I manage it?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
531,"Husband wife pregnant hai, aur agar pregnancy ke 4th month mein sambandh banayenge toh kya isse baby ko koi takleef ya health issue ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
532,"Does a mild fever around 100°F (37.8°C) during the second trimester of pregnancy, lasting for a day or two without other severe symptoms, pose any risk to the baby’s development or increase the chances of complications?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
533,"Is it safe to avoid taking any medication for a mild fever (around 100°F/37.8°C) during the 5th month of pregnancy, or could the fever itself negatively affect the fetus?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
534,"What specific foods should I include in my diet while breastfeeding to improve my baby's health, support their growth, and ensure they are getting the necessary nutrients like vitamins, minerals, and healthy fats?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
535,"I’ve heard that baby movements are often felt on one side of the stomach, but I frequently feel my baby’s movements on both the left and right sides, as well as in the upper and lower parts of my abdomen. I’m currently 28 weeks pregnant—should I be concerned, or is it normal to feel movement in so many areas at this stage of pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
536,"Is there any potential problem if a 32-week-old baby is still in a transverse position, and what steps might be taken to help the baby move into the correct position before delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
537,"I’m experiencing mild pain on the right side of my lower abdomen. I’m currently 20 weeks pregnant—could this be normal, or should I be concerned about something like round ligament pain or another issue?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
538,"My legs have been swollen for the past few days, and the skin is very itchy, especially around my ankles. The swelling seems worse in the evenings, and I haven’t injured myself. Could this be due to a circulation problem, an allergy, or something else? What should I do about it?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
539,"What foods should I focus on during pregnancy to ensure my baby develops healthily, and are there specific nutrients I should prioritize in each trimester?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
540,"I am currently 23 weeks pregnant, and my last prenatal visit was two weeks ago. When would you recommend scheduling my next appointment, and are there specific tests or checkups typically done around this stage of pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
541,"Which is better for maintaining my body after delivery, a planned C-section or a vaginal birth, considering I am 30 years old, in good health, and concerned about recovery time, long-term physical impact, and body shape changes?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
542,"Baby ke movement karne par niche pelvic area ya bladder ke paas dard ho raha hai, aur yeh dard zyada tab hota hai jab main chalti hoon ya bathroom jaane ki zarurat mehsoos hoti hai. Kya yeh normal hai ya kisi health issue ki nishani ho sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
543,"I am currently pregnant and want to have a normal vaginal delivery. What specific exercises would you recommend during the second and third trimesters, and what precautions should I take to ensure a healthy pregnancy and improve my chances of a successful natural delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
544,"If my baby is in a breech position (upside down) at 34 weeks of pregnancy, is it safe, and should I be concerned about potential complications during delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
545,"What types of sounds can my 3-month-old baby hear at this stage of development, and how soon will they start recognizing specific sounds like their name or familiar voices?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
546,"If I gently move my hands or press lightly on my belly at 24 weeks pregnant, is my baby able to feel the sensation or respond to it in any way?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
547,I have been diagnosed with high blood pressure (140/90 or higher over multiple readings) and I am concerned about the potential health risks or complications that could occur if it remains unmanaged. Can you explain what problems I might face in this situation?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
548,"I was told my blood levels are low after a recent blood test, possibly related to iron deficiency. What foods, supplements, or treatments can help increase my blood levels safely and effectively?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
549,"Can I safely eat sour fruits, like oranges or lemons, if I have been diagnosed with anemia and often feel fatigued?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
550,"I’ve been experiencing persistent back pain, aching in both hands, and noticeable swelling in my legs, especially around the ankles, for the past couple of weeks. The pain gets worse after long periods of standing or sitting, and the swelling seems to be more pronounced in the evening. What could be causing these symptoms?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
551,"I'm doing daily walking (about 30 minutes) and yoga, but I'm experiencing significant pain in my lower back and knees during and after these activities. Do you have any recommendations or solutions to help reduce this pain?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
552,"I would like a detailed diet chart outlining proper nutrition for a pregnant woman in her second trimester to support the healthy growth and development of the baby in the womb, considering I am vegetarian and want to ensure I am getting enough protein, iron, and other essential nutrients.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
553,"What is the recommended timing for receiving an injection during pregnancy to protect my baby, and where can I reliably get this done? I am currently X weeks pregnant and have not received any injections yet.",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
554,"What are some essential foods I should include in my diet at 21 weeks pregnant to support my baby’s development and maintain my energy levels, especially if I’m experiencing mild anemia and occasional indigestion?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
555,What are the signs that my breast milk has transitioned from colostrum to mature milk and is fully ready to meet my newborn’s nutritional needs for feeding?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
556,"When I sit for more than 10 minutes, I feel a sharp or aching pain in my lower abdomen, slightly above my pelvic area, mostly on the right side. It started a few days ago and seems worse when I lean forward or stay seated for extended periods.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
557,"Could my baby be affected since I’ve had a persistent cough for the past week? I am currently breastfeeding and have no fever, but I’m worried about passing something on to my baby.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
558,"I'm asking my doctor a lot of questions because I'm experiencing ongoing fatigue, occasional dizziness, and trouble sleeping, and I want to better understand what might be causing these symptoms and how to address them.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
559,"It seems there might have been a mix-up in the original question. Could you clarify what you need help with concerning your health? For example, if you have a specific symptom, concern, or issue you'd like to discuss, you could phrase it like: ""I've been experiencing [symptom/issue] for [duration], and it seems to get better/worse when I [activity or condition]. Should I be concerned and seek medical attention?""",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0
560,"My baby’s weight seems very low; I’m currently 8 months pregnant, and the baby’s weight is measuring 1.6 kg (1600 g) according to my recent ultrasound. Should I be worried about the baby’s growth at this stage, and are there any specific steps I should take to improve the baby’s weight or monitor its development?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
561,"I have been diagnosed with gestational diabetes mellitus at 28 weeks of pregnancy. I’m managing it with dietary changes and monitoring my blood sugar. Will my blood sugar levels return to normal after childbirth, or is there a chance I might continue to have diabetes?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
562,"During our recent anomaly scan at 20 weeks of pregnancy, we noticed that our baby was moving a lot at certain times but then had periods of very slow or almost no movement. Is this normal, or could it indicate a potential issue?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
563,"What are the typical symptoms in the days or hours leading up to labor, such as changes in discharge, cramping, or other signs? How can I differentiate true labor pains from Braxton Hicks contractions, especially if I’m 39 weeks pregnant with my first baby?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
564,"I am 7 months pregnant and want to know what specific care I should focus on at this stage for both myself and my baby’s health, such as nutrition, physical activity, and warning signs to watch for.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
565,"I want to know which specific foods are best to support the healthy growth and development of my 8-month-old baby, as well as foods that can help me maintain energy and proper nutrition as a breastfeeding mother.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
566,Is it safe to travel by airplane on a 4-hour flight at 2.5 months into pregnancy if I have no complications so far but occasionally experience mild nausea and fatigue?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
567,"I have been experiencing a low-grade fever every night since I became pregnant, and it usually starts in the evening and lasts a few hours. What safe medication can I take to manage this, and should I be concerned about an underlying issue related to my pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
568,"Folic acid aur calcium supplement din mein do baar lene ke liye subah khana se pehle lena sahi hoga ya khana ke baad? Saath mein kya dono ek sath le sakte hai, ya alag alag samay pe lein?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
569,"I am 5 months pregnant and have been experiencing continuous white vaginal discharge without itching or a foul smell. Is this normal, and could it pose any risk to my baby?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
570,"I have twin babies, and one of them was born with a clubfoot (talipes) deformity in their right leg. Can this condition improve with treatment, and what are the recommended treatment options or timelines for the best outcomes?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
571,"What are the best nutrients and foods I should include in my diet to support the healthy growth and development of my 6-month-old baby who is starting on solids, while I’m also breastfeeding?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
